exp,wks,type,bluecol,south,smsa,married,sex,union,education,black,lwage,industry,occupation,residence
20,38,Part Time,no,yes,yes,no,female,no,16,no,6.62007,Manufacturing,Operatives_and_kindred,nothern_central
10,49,Part Time,yes,no,no,yes,male,yes,12,no,6.2106,Manufacturing,Laborers_and_farmers,nothern_central
11,48,Part Time,yes,no,no,yes,male,yes,12,no,6.29157,Manufacturing,Laborers_and_farmers,nothern_central
12,49,Full Time,yes,no,no,yes,male,yes,12,no,6.41017,Manufacturing,Operatives_and_kindred,nothern_central
13,49,Full Time,yes,no,no,yes,male,yes,12,no,6.47697,Manufacturing,Laborers_and_farmers,nothern_central
14,49,Full Time,yes,no,no,yes,male,yes,12,no,6.57088,Manufacturing,Clerical_and_kindred,nothern_central
15,47,Full Time,yes,no,no,yes,male,yes,12,no,6.67708,Construction,"Craftsmen, Foremen_and_kindred",nothern_central
16,44,Full Time,yes,no,no,yes,male,yes,12,no,6.77194,Construction,"Craftsmen, Foremen_and_kindred",nothern_central
15,50,Full Time,yes,no,yes,yes,male,yes,10,no,6.64639,Construction,"Craftsmen, Foremen_and_kindred",nothern_central
16,48,Full Time,yes,no,yes,yes,male,yes,10,no,6.69084,Trade,"Craftsmen, Foremen_and_kindred",nothern_central
17,42,Part Time,yes,no,yes,yes,male,yes,10,no,6.69084,Trade,"Craftsmen, Foremen_and_kindred",nothern_central
18,40,Full Time,yes,no,yes,yes,male,yes,10,no,6.86693,Construction,"Craftsmen, Foremen_and_kindred",nothern_central
19,48,Part Time,yes,no,yes,yes,male,no,10,no,6.30992,Construction,"Craftsmen, Foremen_and_kindred",NA
20,36,Full Time,yes,no,yes,yes,male,no,10,no,6.81892,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
21,50,Part Time,yes,no,yes,yes,male,no,10,no,7.02909,Trade,Service_Workers,nothern_central
3,37,Part Time,no,no,yes,yes,male,no,17,no,6.82979,Professional_and_Related Service,"Professional, Technical_and_kindred",nothern_central
4,36,Part Time,no,no,yes,yes,male,yes,17,no,6.85646,Finance,Clerical_and_kindred,nothern_central
5,38,Part Time,no,no,yes,yes,male,yes,17,no,6.90776,Finance,Clerical_and_kindred,south
6,42,Full Time,no,no,yes,yes,male,no,17,no,6.95655,Finance,Clerical_and_kindred,south
7,46,Full Time,no,no,yes,yes,male,yes,17,no,7.00307,Transportation,Operatives_and_kindred,south
8,45,Full Time,no,no,yes,yes,male,yes,17,no,7.09008,Transportation,"Craftsmen, Foremen_and_kindred",south
9,38,Full Time,no,no,yes,yes,male,yes,17,no,7.18917,Transportation,"Craftsmen, Foremen_and_kindred",south
3,50,Full Time,no,no,no,yes,male,yes,13,no,6.05209,Personal_Service,Operatives_and_kindred,north_east
4,48,Full Time,yes,no,no,no,male,yes,13,no,6.62007,Construction,Laborers_and_farmers,south
5,49,Full Time,yes,no,no,no,male,yes,13,no,6.76849,Construction,Operatives_and_kindred,south
6,48,Part Time,yes,no,no,yes,male,yes,13,no,6.77422,Professional_and_Related Service,Service_Workers,south
7,48,Full Time,yes,no,no,yes,male,yes,13,no,6.88244,Professional_and_Related Service,Service_Workers,south
8,48,Part Time,yes,no,no,yes,male,yes,13,no,6.97073,Professional_and_Related Service,Service_Workers,south
9,48,Full Time,yes,no,no,yes,male,yes,13,no,7.06902,Public_Administration,"Professional, Technical_and_kindred",south
4,49,Part Time,yes,yes,yes,no,male,yes,12,no,6.4677,Public_Administration,"Craftsmen, Foremen_and_kindred",south
5,52,Part Time,yes,yes,yes,no,male,yes,12,no,6.55108,Trade,Laborers_and_farmers,south
6,50,Part Time,yes,yes,yes,no,male,yes,12,no,6.55108,Trade,Clerical_and_kindred,south
7,48,Part Time,yes,yes,yes,no,male,yes,12,no,6.65929,Transportation,Laborers_and_farmers,south
8,46,Full Time,yes,yes,yes,no,male,yes,12,no,6.68461,Transportation,Clerical_and_kindred,south
9,47,Full Time,yes,yes,yes,no,male,yes,12,no,6.74524,Public_Administration,Clerical_and_kindred,south
10,47,Full Time,yes,yes,yes,no,male,yes,12,no,6.86693,Transportation,Operatives_and_kindred,south
27,46,Full Time,no,no,yes,yes,male,no,17,no,6.90575,Transportation,Operatives_and_kindred,south
28,45,Full Time,no,no,yes,yes,male,no,17,no,6.90575,Public_Administration,Operatives_and_kindred,south
29,50,Full Time,no,no,yes,yes,male,no,17,no,7.31255,Trade,Operatives_and_kindred,south
30,46,Full Time,no,no,yes,yes,male,no,17,no,7.31322,Trade,Operatives_and_kindred,south
31,50,Part Time,no,no,yes,yes,male,no,17,no,7.40853,Trade,Operatives_and_kindred,south
32,51,Full Time,no,no,yes,yes,male,no,17,no,7.39879,Agricultural,Operatives_and_kindred,south
33,48,Part Time,no,no,yes,yes,male,no,17,no,7.6256,Transportation,Operatives_and_kindred,south
30,37,Full Time,no,yes,no,yes,male,no,17,no,6.10925,Manufacturing,"Craftsmen, Foremen_and_kindred",south
31,48,Part Time,no,yes,no,yes,male,no,17,no,6.19236,Manufacturing,Operatives_and_kindred,south
32,36,Part Time,no,yes,no,yes,male,no,17,no,6.25383,Manufacturing,Operatives_and_kindred,south
33,37,Part Time,no,yes,no,yes,male,no,17,no,6.25383,Business_and_Repair_Service,Sales_Workers,south
34,36,Part Time,no,yes,no,yes,male,no,17,no,6.42972,Professional_and_Related Service,"Professional, Technical_and_kindred",south
35,37,Full Time,no,yes,no,yes,male,no,17,no,6.47697,Professional_and_Related Service,"Professional, Technical_and_kindred",south
36,36,Full Time,no,yes,no,yes,male,no,17,no,6.55108,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
12,29,Full Time,no,no,yes,yes,male,yes,12,no,6.28227,Construction,"Professional, Technical_and_kindred",south
13,44,Full Time,no,no,yes,yes,male,yes,12,no,6.54391,Professional_and_Related Service,"Professional, Technical_and_kindred",south
14,39,Full Time,no,no,yes,yes,male,yes,12,no,6.4892,Professional_and_Related Service,"Professional, Technical_and_kindred",south
15,48,Full Time,yes,no,yes,yes,male,yes,12,no,6.58203,Manufacturing,"Craftsmen, Foremen_and_kindred",south
16,45,Full Time,yes,no,yes,yes,male,yes,12,no,6.80239,Manufacturing,Operatives_and_kindred,south
17,28,Part Time,yes,no,yes,yes,male,yes,12,no,6.88755,Manufacturing,Clerical_and_kindred,south
18,47,Full Time,yes,no,yes,yes,male,yes,12,no,6.82979,Manufacturing,"Craftsmen, Foremen_and_kindred",south
10,49,Part Time,yes,yes,no,yes,male,no,4,no,5.4161,Manufacturing,"Craftsmen, Foremen_and_kindred",south
11,40,Full Time,yes,yes,no,yes,male,no,4,no,5.52146,Public_Administration,"Craftsmen, Foremen_and_kindred",south
12,39,Part Time,yes,yes,no,yes,male,no,4,no,5.61677,Manufacturing,"Craftsmen, Foremen_and_kindred",south
13,47,Part Time,yes,yes,no,yes,male,no,4,no,5.94017,Manufacturing,"Craftsmen, Foremen_and_kindred",south
14,51,Part Time,yes,yes,no,yes,male,no,4,no,6.06843,Manufacturing,"Craftsmen, Foremen_and_kindred",south
15,49,Part Time,yes,yes,no,yes,male,no,4,no,6.17794,Manufacturing,Laborers_and_farmers,south
16,48,Full Time,yes,yes,no,yes,male,no,4,no,6.2653,Manufacturing,"Craftsmen, Foremen_and_kindred",south
8,51,Full Time,yes,yes,no,yes,male,no,12,no,5.68017,Transportation,Laborers_and_farmers,south
9,52,Full Time,no,yes,no,yes,male,no,12,no,5.81413,Manufacturing,Laborers_and_farmers,south
10,52,Full Time,yes,yes,no,yes,male,no,12,no,5.72359,Construction,Operatives_and_kindred,south
11,41,Full Time,yes,yes,no,yes,male,yes,12,no,6.21261,Manufacturing,Laborers_and_farmers,south
12,51,Full Time,yes,yes,no,yes,male,yes,12,no,6.37843,Manufacturing,"Craftsmen, Foremen_and_kindred",south
13,50,Full Time,yes,yes,no,yes,male,yes,12,no,6.4599,Manufacturing,"Craftsmen, Foremen_and_kindred",south
14,48,Part Time,yes,yes,no,yes,male,yes,12,no,6.56386,Manufacturing,Operatives_and_kindred,south
27,50,Full Time,yes,yes,yes,yes,male,yes,12,no,6.90575,Manufacturing,"Craftsmen, Foremen_and_kindred",south
28,49,Part Time,yes,yes,yes,yes,male,yes,12,no,6.90575,Manufacturing,Operatives_and_kindred,south
29,52,Full Time,yes,yes,yes,yes,male,yes,12,no,7.03878,Manufacturing,"Craftsmen, Foremen_and_kindred",south
30,50,Part Time,yes,yes,yes,yes,male,yes,12,no,7.10661,Manufacturing,Operatives_and_kindred,south
31,50,Part Time,yes,yes,yes,yes,male,yes,12,no,7.21891,Manufacturing,Clerical_and_kindred,south
32,50,Part Time,yes,yes,yes,yes,male,yes,12,no,7.27932,Manufacturing,"Craftsmen, Foremen_and_kindred",south
33,50,Part Time,yes,yes,yes,yes,male,yes,12,no,7.31986,Manufacturing,Operatives_and_kindred,south
24,49,Full Time,no,no,yes,yes,male,no,14,no,6.42162,Trade,Operatives_and_kindred,south
25,49,Full Time,no,no,yes,yes,male,no,14,no,6.42162,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
26,49,Full Time,no,no,yes,yes,male,no,14,no,6.46614,Public_Administration,Service_Workers,south
27,49,Full Time,no,no,yes,yes,male,no,14,no,6.84588,Business_and_Repair_Service,Service_Workers,south
28,49,Full Time,no,no,yes,yes,male,no,14,no,6.62007,Public_Administration,Service_Workers,south
29,49,Full Time,no,no,yes,yes,male,no,14,no,6.62007,Public_Administration,Service_Workers,south
30,49,Full Time,no,no,yes,yes,male,no,14,no,6.80239,Public_Administration,Service_Workers,south
6,12,Part Time,yes,no,no,yes,male,yes,12,no,6.54103,Public_Administration,Service_Workers,south
7,30,Full Time,yes,no,no,yes,male,yes,12,no,6.57925,Business_and_Repair_Service,Service_Workers,south
8,25,Part Time,yes,no,no,yes,male,yes,12,no,6.64118,Public_Administration,Service_Workers,south
9,52,Full Time,yes,no,no,yes,male,yes,12,no,6.74052,Professional_and_Related Service,"Managers, Officials_and_Proprietors",south
10,50,Part Time,yes,no,no,yes,male,yes,12,no,6.85224,Business_and_Repair_Service,"Managers, Officials_and_Proprietors",south
11,46,Part Time,yes,no,no,yes,male,yes,12,no,6.95655,Public_Administration,Service_Workers,south
12,46,Part Time,yes,no,no,yes,male,yes,12,no,7.06987,Professional_and_Related Service,Service_Workers,nothern_central
13,47,Part Time,yes,no,no,yes,male,yes,9,no,6.61338,Public_Administration,Service_Workers,nothern_central
14,41,Full Time,yes,no,no,yes,male,yes,9,no,6.6796,Professional_and_Related Service,Service_Workers,nothern_central
15,39,Full Time,yes,no,no,yes,male,yes,9,no,6.71538,Trade,Service_Workers,south
16,46,Full Time,yes,no,no,yes,male,yes,9,no,6.86693,Construction,"Craftsmen, Foremen_and_kindred",south
17,50,Full Time,yes,no,no,yes,male,yes,9,no,6.93245,Trade,"Managers, Officials_and_Proprietors",south
18,48,Full Time,yes,no,no,yes,male,yes,9,no,7.00307,Trade,"Managers, Officials_and_Proprietors",south
19,45,Full Time,yes,no,no,yes,male,yes,9,no,7.09008,Trade,Service_Workers,south
8,52,Full Time,no,no,yes,yes,male,no,12,no,6.47697,Construction,Laborers_and_farmers,nothern_central
9,52,Part Time,no,no,yes,yes,male,no,12,no,6.47697,Trade,Service_Workers,nothern_central
10,48,Full Time,no,no,yes,yes,male,no,12,no,6.55108,Trade,Service_Workers,nothern_central
11,49,Part Time,no,no,yes,yes,male,no,12,no,6.53233,Public_Administration,Service_Workers,south
12,50,Full Time,no,no,yes,yes,male,no,12,no,6.62007,Trade,"Managers, Officials_and_Proprietors",south
13,52,Part Time,no,no,yes,yes,male,no,12,no,6.66823,Business_and_Repair_Service,Sales_Workers,south
14,52,Part Time,no,no,no,yes,male,no,12,no,6.17587,Finance,"Managers, Officials_and_Proprietors",south
14,50,Part Time,yes,no,yes,yes,male,yes,12,no,6.10032,Finance,Sales_Workers,south
15,49,Part Time,yes,no,yes,yes,male,yes,12,no,6.22654,Finance,Sales_Workers,south
16,50,Full Time,yes,no,yes,yes,male,yes,12,no,6.30445,Finance,"Managers, Officials_and_Proprietors",south
17,50,Full Time,yes,no,yes,yes,male,yes,12,no,6.34914,Finance,Sales_Workers,south
18,50,Full Time,yes,no,yes,yes,male,yes,12,no,6.39359,Personal_Service,Service_Workers,south
19,24,Full Time,yes,no,yes,yes,male,yes,12,no,6.39192,Personal_Service,Service_Workers,south
20,27,Full Time,yes,no,yes,yes,male,yes,12,no,6.54822,Entertainment,Service_Workers,south
25,49,Full Time,yes,no,yes,yes,male,yes,10,no,6.24417,Public_Administration,Service_Workers,south
26,42,Full Time,yes,no,yes,yes,male,yes,10,no,6.34564,Manufacturing,Sales_Workers,south
27,48,Part Time,yes,no,yes,yes,male,yes,10,no,6.42162,Trade,Laborers_and_farmers,south
28,49,Full Time,yes,no,yes,yes,male,yes,10,no,6.51471,Personal_Service,"Managers, Officials_and_Proprietors",south
29,49,Part Time,yes,no,yes,yes,male,yes,10,no,6.58617,Business_and_Repair_Service,"Managers, Officials_and_Proprietors",south
30,49,Full Time,yes,no,yes,yes,male,yes,10,no,6.68461,Manufacturing,Operatives_and_kindred,south
31,41,Part Time,yes,no,yes,yes,male,yes,10,no,6.7511,Manufacturing,Operatives_and_kindred,south
12,50,Part Time,yes,no,yes,yes,male,yes,12,no,6.35437,Manufacturing,Operatives_and_kindred,south
13,46,Part Time,yes,no,yes,yes,male,yes,12,no,6.45362,Manufacturing,"Craftsmen, Foremen_and_kindred",south
14,45,Part Time,yes,no,yes,yes,male,yes,12,no,6.82111,Manufacturing,"Managers, Officials_and_Proprietors",south
15,50,Full Time,yes,no,yes,yes,male,yes,12,no,6.94698,Manufacturing,"Managers, Officials_and_Proprietors",south
16,47,Full Time,yes,no,yes,yes,male,yes,12,no,7.07242,Manufacturing,"Craftsmen, Foremen_and_kindred",south
17,45,Full Time,yes,no,yes,yes,male,yes,12,no,7.07242,Manufacturing,"Managers, Officials_and_Proprietors",south
18,49,Full Time,yes,no,yes,yes,male,yes,12,no,7.27932,Manufacturing,"Professional, Technical_and_kindred",nothern_central
9,50,Full Time,no,no,yes,yes,male,no,14,no,6.10925,Professional_and_Related Service,"Professional, Technical_and_kindred",NA
10,51,Full Time,no,no,yes,yes,male,no,14,no,6.13773,Business_and_Repair_Service,"Professional, Technical_and_kindred",NA
11,51,Full Time,no,no,yes,yes,male,no,14,no,6.05209,Professional_and_Related Service,"Professional, Technical_and_kindred",NA
12,51,Part Time,no,no,yes,yes,male,no,14,no,6.16331,Business_and_Repair_Service,"Managers, Officials_and_Proprietors",NA
13,50,Full Time,no,no,yes,yes,male,no,14,no,6.30992,Professional_and_Related Service,"Managers, Officials_and_Proprietors",NA
14,50,Part Time,no,no,yes,yes,male,no,14,no,6.30992,Manufacturing,"Professional, Technical_and_kindred",NA
15,50,Full Time,no,no,yes,yes,male,no,14,no,6.47697,Manufacturing,"Professional, Technical_and_kindred",NA
28,40,Part Time,yes,no,no,yes,male,no,12,no,6.21461,Business_and_Repair_Service,"Managers, Officials_and_Proprietors",NA
29,51,Part Time,yes,no,no,yes,male,no,12,no,6.21461,Business_and_Repair_Service,Clerical_and_kindred,NA
30,51,Part Time,yes,no,no,yes,male,no,12,no,6.21461,Trade,"Managers, Officials_and_Proprietors",NA
31,51,Part Time,yes,no,no,yes,male,no,12,no,6.30992,Trade,Sales_Workers,NA
32,51,Full Time,yes,no,no,yes,male,no,12,no,6.47697,Trade,Sales_Workers,NA
33,51,Full Time,yes,no,no,yes,male,no,12,no,6.62007,Trade,Sales_Workers,NA
34,51,Full Time,yes,no,no,yes,male,no,12,no,6.66823,Trade,Sales_Workers,NA
40,50,Full Time,yes,no,yes,yes,male,no,12,no,5.95324,Manufacturing,Clerical_and_kindred,NA
41,51,Full Time,yes,no,yes,yes,male,no,12,no,6.14633,Public_Administration,Service_Workers,south
42,50,Full Time,yes,no,yes,yes,male,no,12,no,6.24998,Public_Administration,Service_Workers,nothern_central
43,49,Full Time,yes,no,yes,yes,male,no,12,no,6.30992,Public_Administration,Service_Workers,nothern_central
44,48,Part Time,yes,no,yes,yes,male,no,12,no,6.47697,Public_Administration,Service_Workers,nothern_central
45,45,Full Time,yes,no,yes,yes,male,no,12,no,6.43775,Business_and_Repair_Service,Service_Workers,nothern_central
46,48,Part Time,yes,no,yes,yes,male,no,12,no,6.64639,Public_Administration,Service_Workers,nothern_central
19,49,Full Time,yes,yes,yes,no,female,no,12,no,5.93225,Public_Administration,Service_Workers,nothern_central
20,49,Part Time,yes,yes,yes,no,female,no,12,no,6.06843,Public_Administration,Service_Workers,nothern_central
21,50,Part Time,yes,yes,yes,no,female,no,12,no,6.23245,Trade,Service_Workers,NA
22,50,Part Time,no,yes,yes,no,female,no,12,no,6.29527,Trade,Service_Workers,NA
23,50,Part Time,no,yes,yes,no,female,no,12,no,6.2804,Trade,Service_Workers,NA
24,49,Full Time,yes,yes,yes,no,female,no,12,no,6.35611,Trade,Service_Workers,NA
25,49,Full Time,yes,yes,yes,no,female,no,12,no,6.3081,Trade,Service_Workers,NA
4,40,Full Time,yes,no,yes,yes,male,yes,9,no,6.68586,Trade,Service_Workers,NA
5,44,Full Time,yes,no,yes,yes,male,yes,9,no,6.68461,Trade,Service_Workers,NA
6,43,Full Time,yes,no,yes,yes,male,yes,9,no,6.74524,Trade,Service_Workers,NA
7,43,Full Time,yes,no,yes,yes,male,yes,9,no,6.95655,Professional_and_Related Service,"Professional, Technical_and_kindred",NA
8,48,Full Time,yes,no,yes,yes,male,yes,9,no,6.90776,Professional_and_Related Service,"Managers, Officials_and_Proprietors",NA
9,50,Part Time,yes,no,yes,yes,male,yes,9,no,6.95655,Professional_and_Related Service,"Professional, Technical_and_kindred",NA
10,43,Full Time,yes,no,yes,no,male,yes,9,no,7.09008,Professional_and_Related Service,"Professional, Technical_and_kindred",NA
16,41,Part Time,no,no,yes,yes,male,yes,17,no,6.79122,Professional_and_Related Service,"Managers, Officials_and_Proprietors",NA
17,40,Full Time,no,no,yes,yes,male,yes,17,no,6.90575,Professional_and_Related Service,"Managers, Officials_and_Proprietors",NA
18,39,Part Time,no,no,yes,yes,male,yes,17,no,7.00307,Professional_and_Related Service,"Managers, Officials_and_Proprietors",NA
19,39,Part Time,no,no,yes,yes,male,yes,17,no,7.09008,Professional_and_Related Service,"Managers, Officials_and_Proprietors",NA
20,39,Part Time,no,no,yes,yes,male,yes,17,no,7.17012,Manufacturing,"Professional, Technical_and_kindred",NA
21,38,Part Time,no,no,yes,yes,male,yes,17,no,7.20042,Manufacturing,"Professional, Technical_and_kindred",NA
22,37,Full Time,no,no,yes,yes,male,yes,17,no,7.31322,Manufacturing,"Professional, Technical_and_kindred",NA
3,48,Full Time,no,yes,yes,no,female,no,16,no,5.8999,Finance,"Craftsmen, Foremen_and_kindred",NA
4,49,Full Time,no,yes,yes,no,female,no,16,no,5.99146,Business_and_Repair_Service,"Professional, Technical_and_kindred",NA
5,49,Full Time,no,yes,yes,no,female,no,16,no,6.10256,Trade,"Professional, Technical_and_kindred",NA
6,47,Full Time,no,yes,yes,no,female,no,16,no,5.8944,Business_and_Repair_Service,"Professional, Technical_and_kindred",NA
7,40,Full Time,no,yes,no,no,female,no,16,no,6.44731,Business_and_Repair_Service,"Professional, Technical_and_kindred",NA
8,41,Full Time,no,yes,yes,no,female,no,16,no,6.33683,Finance,Clerical_and_kindred,NA
9,42,Part Time,no,yes,yes,no,female,no,16,no,6.47697,Finance,"Professional, Technical_and_kindred",NA
22,47,Full Time,yes,yes,no,yes,male,no,8,no,5.70378,Finance,"Managers, Officials_and_Proprietors",NA
23,52,Part Time,yes,yes,no,yes,male,no,8,no,5.78383,Finance,Clerical_and_kindred,NA
24,52,Full Time,yes,yes,no,yes,male,no,8,no,5.99146,Finance,Sales_Workers,NA
25,52,Part Time,yes,yes,no,yes,male,no,8,no,5.99146,Finance,Sales_Workers,NA
26,52,Part Time,yes,yes,yes,yes,male,no,8,no,6.08677,Finance,"Professional, Technical_and_kindred",NA
27,52,Part Time,yes,yes,yes,yes,male,no,8,no,6.16331,Finance,"Professional, Technical_and_kindred",NA
28,52,Part Time,yes,yes,no,no,male,no,8,no,6.16331,Finance,Clerical_and_kindred,NA
34,50,Full Time,yes,yes,no,yes,male,yes,10,yes,6.52209,Finance,Clerical_and_kindred,NA
35,51,Full Time,yes,yes,no,yes,male,yes,10,yes,6.57925,Finance,"Managers, Officials_and_Proprietors",NA
36,48,Full Time,yes,yes,no,yes,male,yes,10,yes,6.7093,Finance,Sales_Workers,NA
37,51,Full Time,yes,yes,no,yes,male,yes,10,yes,6.7334,Finance,Sales_Workers,NA
38,51,Full Time,yes,yes,no,yes,male,yes,10,yes,6.88755,Finance,Sales_Workers,NA
39,48,Full Time,yes,yes,no,yes,male,yes,10,yes,6.95655,Finance,Sales_Workers,NA
40,43,Full Time,yes,yes,no,yes,male,yes,10,yes,7.04752,Finance,"Managers, Officials_and_Proprietors",NA
8,50,Part Time,yes,no,no,yes,male,no,12,no,5.96615,Trade,Service_Workers,NA
9,52,Full Time,yes,no,no,yes,male,no,12,no,6.08677,Trade,Service_Workers,NA
10,50,Part Time,yes,no,no,yes,male,no,12,no,6.16331,Trade,Service_Workers,NA
11,44,Full Time,yes,no,no,yes,male,no,12,no,6.85646,Trade,Service_Workers,NA
12,49,Part Time,yes,no,no,yes,male,yes,12,no,6.57647,Trade,Service_Workers,NA
13,50,Part Time,yes,no,no,yes,male,yes,12,no,7.10988,Trade,Service_Workers,NA
14,43,Part Time,yes,no,no,yes,male,no,12,no,7.09008,Trade,"Managers, Officials_and_Proprietors",NA
7,50,Part Time,yes,no,yes,yes,male,yes,11,no,6.48158,Trade,Service_Workers,NA
8,48,Full Time,yes,no,yes,yes,male,yes,11,no,6.58617,Manufacturing,Operatives_and_kindred,NA
9,44,Full Time,yes,no,yes,yes,male,yes,11,no,6.66058,Manufacturing,Operatives_and_kindred,NA
10,50,Full Time,yes,no,yes,yes,male,yes,11,no,6.76964,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
11,50,Full Time,yes,no,yes,yes,male,yes,11,no,6.88755,Manufacturing,Operatives_and_kindred,NA
12,48,Full Time,yes,no,yes,yes,male,yes,11,no,6.97354,Trade,"Craftsmen, Foremen_and_kindred",NA
13,49,Full Time,yes,no,yes,yes,male,yes,11,no,7.08339,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
11,50,Full Time,yes,no,yes,yes,male,yes,11,no,6.34212,Manufacturing,Operatives_and_kindred,NA
12,50,Part Time,yes,no,yes,yes,male,yes,11,no,6.5582,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
13,50,Full Time,yes,no,yes,yes,male,yes,11,no,6.66568,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
14,50,Part Time,yes,no,yes,yes,male,yes,11,no,6.7546,Manufacturing,Operatives_and_kindred,NA
15,50,Full Time,yes,no,yes,yes,male,yes,11,no,6.83303,Manufacturing,Operatives_and_kindred,NA
16,48,Part Time,yes,no,yes,yes,male,yes,11,no,6.93537,Manufacturing,Operatives_and_kindred,NA
17,37,Part Time,yes,no,yes,yes,male,yes,11,no,7.0076,Manufacturing,Operatives_and_kindred,NA
9,34,Part Time,yes,no,yes,no,female,no,12,no,5.94017,Manufacturing,Operatives_and_kindred,NA
10,48,Part Time,yes,no,yes,no,female,no,12,no,5.8861,Manufacturing,Operatives_and_kindred,NA
11,47,Full Time,yes,no,yes,no,female,no,12,no,6.06379,Manufacturing,Operatives_and_kindred,NA
12,45,Full Time,yes,no,yes,no,female,no,12,no,5.90808,Finance,Clerical_and_kindred,NA
13,49,Full Time,yes,no,yes,no,female,no,12,no,6.24804,Finance,Clerical_and_kindred,NA
14,48,Full Time,yes,no,yes,no,female,no,12,no,6.50279,Finance,Clerical_and_kindred,NA
15,45,Full Time,yes,no,yes,no,female,no,12,no,6.4677,Finance,Clerical_and_kindred,NA
34,45,Full Time,yes,no,yes,no,male,no,12,no,6.80239,Trade,Clerical_and_kindred,NA
35,48,Full Time,yes,no,yes,no,male,no,12,no,6.83411,Finance,Clerical_and_kindred,NA
36,47,Part Time,yes,no,yes,no,male,yes,12,no,6.89366,Finance,Clerical_and_kindred,NA
37,46,Full Time,yes,no,yes,no,male,no,12,no,6.89366,Finance,"Managers, Officials_and_Proprietors",NA
38,49,Part Time,yes,no,yes,no,male,no,12,no,7.01392,Trade,Clerical_and_kindred,NA
39,48,Full Time,yes,no,yes,no,male,yes,12,no,7.17012,Manufacturing,Clerical_and_kindred,NA
40,46,Part Time,yes,no,yes,no,male,yes,12,no,7.2998,Manufacturing,Operatives_and_kindred,NA
8,48,Part Time,yes,no,yes,yes,male,yes,12,no,6.52356,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
9,52,Part Time,yes,no,yes,yes,male,yes,12,no,6.55393,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
10,51,Part Time,yes,no,yes,yes,male,yes,12,no,6.55393,Manufacturing,Operatives_and_kindred,NA
11,49,Full Time,yes,no,yes,yes,male,yes,12,no,6.78333,Manufacturing,Operatives_and_kindred,NA
12,50,Full Time,no,no,yes,yes,male,no,12,no,7.04752,Manufacturing,Operatives_and_kindred,NA
13,49,Full Time,no,no,yes,yes,male,no,12,no,7.02554,Trade,Service_Workers,NA
14,49,Full Time,no,no,yes,yes,male,no,12,no,7.20786,Trade,Service_Workers,NA
24,49,Full Time,yes,no,no,yes,male,no,8,no,6.10925,Trade,Service_Workers,NA
25,49,Full Time,yes,no,yes,yes,male,no,8,no,6.20456,Trade,Service_Workers,NA
26,49,Full Time,yes,no,yes,yes,male,no,8,no,6.19441,Trade,Service_Workers,NA
27,50,Part Time,yes,no,yes,yes,male,no,8,no,6.28227,Trade,Service_Workers,NA
28,49,Full Time,yes,no,yes,yes,male,no,8,no,6.35437,Trade,Service_Workers,NA
29,49,Part Time,yes,no,yes,yes,male,no,8,no,6.49979,Trade,Service_Workers,NA
30,51,Full Time,yes,no,yes,yes,male,no,8,no,6.5582,Manufacturing,Operatives_and_kindred,NA
23,49,Part Time,no,yes,no,yes,male,no,11,no,6.51471,Manufacturing,Operatives_and_kindred,NA
24,48,Part Time,no,yes,no,yes,male,no,11,no,6.59578,Manufacturing,Clerical_and_kindred,NA
25,46,Part Time,no,yes,no,yes,male,no,11,no,6.66568,Manufacturing,Clerical_and_kindred,NA
26,48,Part Time,no,yes,no,yes,male,no,11,no,6.59987,Manufacturing,"Professional, Technical_and_kindred",NA
27,48,Full Time,no,yes,no,yes,male,no,11,no,6.88755,Business_and_Repair_Service,"Managers, Officials_and_Proprietors",NA
28,48,Full Time,no,yes,no,yes,male,no,11,no,6.95273,Manufacturing,"Managers, Officials_and_Proprietors",NA
29,49,Full Time,no,yes,no,yes,male,no,11,no,6.95655,Personal_Service,"Managers, Officials_and_Proprietors",NA
34,52,Full Time,yes,no,yes,yes,male,yes,10,no,5.93754,Manufacturing,Operatives_and_kindred,NA
35,50,Full Time,yes,no,yes,yes,male,yes,10,no,6.0845,Manufacturing,Operatives_and_kindred,NA
36,50,Full Time,yes,no,yes,yes,male,yes,10,no,6.06146,Trade,Laborers_and_farmers,NA
37,51,Full Time,yes,no,yes,yes,male,yes,10,no,6.21461,Trade,Service_Workers,NA
38,50,Part Time,yes,no,yes,yes,male,yes,10,no,6.21461,Trade,Service_Workers,NA
39,50,Full Time,yes,no,yes,yes,male,yes,10,no,6.30262,Trade,Laborers_and_farmers,NA
40,50,Part Time,yes,no,yes,yes,male,yes,10,no,6.39693,Trade,Laborers_and_farmers,NA
12,41,Full Time,no,yes,yes,yes,male,no,17,no,6.51471,Trade,Laborers_and_farmers,NA
13,41,Part Time,no,yes,yes,yes,male,no,17,no,6.61338,Manufacturing,Operatives_and_kindred,NA
